model_id,public_name,paper_role,architecture,checkpoint_filename,size_bytes,sha256,generation_routes,zenodo_archive,zenodo_doi
stage3_sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e4e_v1.pt,4214039,b5ace949117bdfca50e4e50ca59dc3e2a7cce9d4f928b6d76dc7bb08a0822874,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e4e_v1.pt,4212759,5b04b5c1018057ac66cfab9a10e05bf9e940024290074633408fa00f0b8572df,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg14_4e4e4e4e4e4e4e4e4e4e4e4e_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg14_4e4e4e4e4e4e4e4e4e4e4e4e_v1.pt,4211479,46679703d1b9af75253842b07cfadde024e1ebbce5992f41784215b83769d492,sg14_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e_4e,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg14_4e4e4e4e4e4e4e4e_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg14_4e4e4e4e4e4e4e4e_v1.pt,4206359,1a0ecccd53398cf60c5f838b9ef35e573e5a46c3e21cc430b09bd2ce3351f81d,sg14_4e_4e_4e_4e_4e_4e_4e_4e,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg14_4e4e4e4e4e4e4e_v1_v2,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg14_4e4e4e4e4e4e4e_v1_v2.pt,4205079,f1aef729aff29636b49189712846c9655f2ec1ebeed014ebc720c52105e3cd76,sg14_4e_4e_4e_4e_4e_4e_4e,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg15_2e2e4f4f4f4f4f4f4f4f_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg15_2e2e4f4f4f4f4f4f4f4f_v1.pt,4208983,60c6b0f703b0c40c4cb0f73ef950e655c6fb450cd5a228123add74c7de4e6917,sg15_2e_2e_4f_4f_4f_4f_4f_4f_4f_4f,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg15_2e2e4f4f4f4f4f_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg15_2e2e4f4f4f4f4f_v1.pt,4205079,67d71e3fa421a2b4d06ad93981032d822b8671aaca361eac2fa1f912aedbf069,sg15_2e_2e_4f_4f_4f_4f_4f,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg15_2e4f4f4f4f4f4f_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg15_2e4f4f4f4f4f4f_v1.pt,4205079,0320450a415b597040a3998bd7700001856d956cf9202755dd0675a6e30c32bb,sg15_2e_4f_4f_4f_4f_4f_4f,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg15_2e2e4f4f4f4f_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg15_2e2e4f4f4f4f_v1.pt,4203799,ae99ee4b20a3484c4a446b1130ea91acc3f541414073acedbb33e56ff657d08f,sg15_2e_2e_4f_4f_4f_4f,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg9_2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg9_2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a_v1.pt,4221783,516d1356ab9c498312c8eab038b67553961d7f023a68a0f220c401bedcf6a926,sg9_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg9_2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg9_2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a2a_v1.pt,4220503,2ecf333cb91b20d2fe04f313dabf68ab038e03a3840c76b6a4b1b314605127b2,sg9_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg7_2a2a2a2a2a2a2a2a2a2a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg7_2a2a2a2a2a2a2a2a2a2a_v1.pt,4208919,99e5dcd530128c21fb5b4849e1edc2f1b502efa1cd668589d3a098fe949aa177,sg7_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg4_2a2a2a2a2a2a2a2a2a2a2a_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg4_2a2a2a2a2a2a2a2a2a2a2a_v1.pt,4210263,c46d09ca2a5c7c4925e6fe5ec7afa6ce7febee84e49c2928bb96a8979f0df854,sg4_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a_2a,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg61_8c8c8c8c8c8c8c8c8c8c_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg61_8c8c8c8c8c8c8c8c8c8c_v1.pt,4208919,367fa2f4fa53d2b536428ab860dd5d956548519e4d61390cc2f1505c6efeb5a4,sg61_8c_8c_8c_8c_8c_8c_8c_8c_8c_8c,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg61_8c8c8c8c8c8c8c8c_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg61_8c8c8c8c8c8c8c8c_v1.pt,4206359,fc6f2ea4326c80bab2cc26c8bde9109fc1e381f872dec19338e597217f54252e,sg61_8c_8c_8c_8c_8c_8c_8c_8c,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg62_4c4c4c4c4c4c4c_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg62_4c4c4c4c4c4c4c_v1.pt,4203031,401f387515f8cd6305288c363e91eac56bc47c1255a676b05ca4ba550fc604c6,sg62_4c_4c_4c_4c_4c_4c_4c,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg62_4c4c4c4c4c8d8d_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg62_4c4c4c4c4c8d8d_v1.pt,4205079,8d84531c7c85a4b2796d59f28c763c3fe2ce7d7db828df75727d5a66490f8a35,sg62_4c_4c_4c_4c_4c_8d_8d,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg62_4c4c4c4c8d8d_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg62_4c4c4c4c8d8d_v1.pt,4203799,20dae05534b0d74b71e41140002f86b710304642fc7d92d1561698dbeaf174dd,sg62_4c_4c_4c_4c_8d_8d,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg62_4c4c4c4c4c8d_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg62_4c4c4c4c4c8d_v1.pt,4203799,e02b260c952d93c6803cb05069e5416cd5f88a0c0b4496c9c613051f3301ea26,sg62_4c_4c_4c_4c_4c_8d,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg62_4c4c4c8d8d8d_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg62_4c4c4c8d8d8d_v1.pt,4203799,73fe65215ddb08f38a9f4000bc0628069d23a115740ca636da4c5e259101faac,sg62_4c_4c_4c_8d_8d_8d,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg62_4c4c4c4c4c4c_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg62_4c4c4c4c4c4c_v1.pt,4201751,a5a3b847ac24a1cdef3b474879f8ecc0db3c1f791de61ea966301a45a1098071,sg62_4c_4c_4c_4c_4c_4c,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg62_4a4c4c4c4c8d_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg62_4a4c4c4c4c8d_v1.pt,4203799,e5ec504d55bf73ff516fae3bfb091421de8adbfba90b833c2943a8aa3e8b7b74,sg62_4a_4c_4c_4c_4c_8d,UFO_MGen_Final_weights.tar.zst,PENDING
stage3_sg38_1a1a1b1b2c2c2d2e4f_v1,UFO-MGen Stage III (SWG) route model,Main generation,StructuredWyckoffVectorField hidden=192 adapter=128 heads=4 layers=2 discrete_chem_topology_only,stage3/sg38_1a1a1b1b2c2c2d2e4f_v1.pt,4207639,6f127553ca68bb39d8ed2720d1238e545c62fed631b55cb6ead0216ef0b96f76,sg38_1a_1a_1b_1b_2c_2c_2d_2e_4f,UFO_MGen_Final_weights.tar.zst,PENDING
